age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,att_work_rate,def_work_rate,growth,preferred_foot_Left,preferred_foot_Right
1.0,-0.006708292805007933,0.25267623486596347,-0.1771849651388267,-0.23029664607869071,0.5123869206315866,-0.14597393386543592,0.07837819352096226,0.1767018612697684,-6.1582615754924895e-15,0.24479221354026418,0.010925521714027624,,0.06430065765018599,-0.23599186826532512,-0.07771259321019502,0.42962173921559665,0.4664768666163968,0.4047853952446791,0.41879409736025663,0.3380960048967,0.5502456125767549,2.5253422317394735e-15,-7.368613538325874e-16,-0.8766395259497943,0.06223133029574627,-0.062231330295746304
-0.006708292805007933,1.0,0.5656629212865502,0.03326200672361594,0.06615727331184888,0.14653202185436737,0.13574393063389104,0.08675440219555727,0.10486863786254164,2.979665697442607e-15,0.08244858637276496,-0.04254262484920356,,0.08482614954062263,0.02106836310515905,0.00013746884722900946,0.1428252463691311,0.15204347323484796,0.08155955169177763,0.13457044722673642,-0.018339723523825447,0.15174268248719175,-3.463274578255225e-15,-2.6590985744454758e-15,-0.04445346327234946,-9.524819109428388e-05,9.524819109428806e-05
0.25267623486596347,0.5656629212865502,1.0,-0.05734709307210716,-0.036926755927275186,0.2800949225061037,0.08458791303022162,0.12579499712974426,0.14359738809410438,-5.4794329033039895e-15,0.1381969864697593,-0.002217944074909583,,0.11881963775019343,-0.061122562093799515,-0.02189248849112121,0.2548393140567819,0.26945958957331523,0.21300830900351891,0.24476223229928284,0.07837323623530945,0.2871716157283761,-6.503912849907331e-15,-3.4830768135943275e-15,-0.2881940452185226,0.029560256288567156,-0.029560256288567174
-0.1771849651388267,0.03326200672361594,-0.05734709307210716,1.0,0.4172822704782257,-0.14557278482774727,0.008215865205848064,-0.06341038251666106,-0.037559826952862314,7.916457866301006e-15,0.003427749403123879,0.0544067016754179,,-0.06041457333237308,0.017908905667137293,-0.14962115269843143,-0.11655525148226244,-0.1381425772882409,-0.12081756919528833,-0.13107372985973184,-0.006567233355569928,-0.14599009877357924,-8.117983277111439e-15,7.794828720155176e-15,0.2104148033988238,0.013977434607379866,-0.013977434607379923
-0.23029664607869071,0.06615727331184888,-0.036926755927275186,0.4172822704782257,1.0,-0.053043422471833676,0.16436553415293084,0.05122736482026278,0.03325031461576949,-8.16008890251905e-15,0.04751041479999648,0.08109148671314079,,0.0517587388021838,0.007385983915637127,-0.1016994123177881,-0.018187422523222363,-0.06383311898913514,-0.04241750497605038,-0.03327262682640856,-0.0308735323279609,-0.07293243347349616,8.055376002967988e-15,-7.915578058457208e-15,0.2641885813642286,0.003054448503120449,-0.0030544485031204502
0.5123869206315866,0.14653202185436737,0.2800949225061037,-0.14557278482774727,-0.053043422471833676,1.0,0.7029603721241398,0.5899952817649406,0.5646604793703008,3.1105278932095356e-14,0.46461405041165393,0.1647925809576752,,0.5725746496991697,-0.21754085779046317,0.12942373387120604,0.9489124820156963,0.9250248689609902,0.790903211332481,0.9478226841424686,0.48065185179386827,0.9447581442180184,-9.201875609028158e-15,3.788522825227067e-14,-0.5629863769240495,0.0900613409678867,-0.0900613409678867
-0.14597393386543592,0.13574393063389104,0.08458791303022162,0.008215865205848064,0.16436553415293084,0.7029603721241398,1.0,0.5726959816575097,0.4912760916414773,-6.0753964258761025e-15,0.3768766950860269,0.1950583589387062,,0.5655330331885887,-0.057298497145075296,0.18324810697279934,0.702636906746771,0.6674610237135084,0.5571817574863613,0.7042522982517337,0.23803758045582205,0.6227457683878247,9.189298055026925e-15,2.3191147063012326e-15,0.19204961297560183,0.05269520095027585,-0.05269520095027585
0.07837819352096226,0.08675440219555727,0.12579499712974426,-0.06341038251666106,0.05122736482026278,0.5899952817649406,0.5726959816575097,1.0,0.8627590359539997,7.752602992304716e-15,0.5825622859674701,0.10351303491909361,,0.9927482464108812,-0.0967855255902251,0.17179201588288015,0.5639253527267418,0.5655198918167219,0.475341519149484,0.5621358906543356,0.26635948604379345,0.5264488528705787,4.807504746937602e-15,9.187027538135772e-15,-0.1486142830246591,0.060709494529721866,-0.060709494529721846
0.1767018612697684,0.10486863786254164,0.14359738809410438,-0.037559826952862314,0.03325031461576949,0.5646604793703008,0.4912760916414773,0.8627590359539997,1.0,5.6707420361620055e-15,0.6650537078875163,0.09060829336425766,,0.8522681886439806,-0.10181837944021759,0.12914496076289367,0.5344831926140609,0.5404577158408975,0.4513354339657173,0.5300248422006987,0.270436094913978,0.5106958787458322,-8.370586153450744e-15,1.3080680717675339e-14,-0.20826818283433615,0.06632382411335293,-0.0663238241133529
-6.1582615754924895e-15,2.979665697442607e-15,-5.4794329033039895e-15,7.916457866301006e-15,-8.16008890251905e-15,3.1105278932095356e-14,-6.0753964258761025e-15,7.752602992304716e-15,5.6707420361620055e-15,1.0,-7.486860554798007e-15,-6.186433738196694e-15,,-1.542562859550032e-14,4.2863151511534715e-15,-8.618209407999376e-15,2.1901311557042514e-14,1.6274709225822974e-14,-2.6976494193294793e-15,1.6867819062329676e-14,-1.0988993350479434e-14,8.0812994130143e-15,-1.0,1.0,2.4839757105276262e-15,1.6698652063897244e-15,-1.6697715279399535e-15
